geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC
BT_2536		AAO77643		53	75.852	37	6	8	6	0	8	0	6	4	4	10	4	10	2	0	1
BT_2537		AAO77644		729	748	782	533	438	605	43	37	0	573	633	474.063	118	26	116	33	43	52
BT_2538	fig|226186.12.peg.2588	AAO77645	"DNA-binding protein, histone-like family"	625.102	635.139	582	136	112	137	147	65	42	276	202	250	180	60	60	246	92	118
BT_2539		AAO77646		85639.906	139627.159	74076.126	22898	15115	21394	1126	1496	707	55672.558	34448	35256.732	893	719	767	2247	1784	508
BT_2540	fig|226186.12.peg.2590	AAO77647	Two-component system sensor histidine kinase	2529	3008	3221.993	1506	1412	943	57	68	105	969	872	990	198	33	42	158	118	104
BT_2541	fig|226186.12.peg.2591	AAO77648	Calcium-transporting ATPase	33802.525	40652.861	33318.02	19237.356	16200.993	21873.105	544	787	444	24438.799	23324.649	22359.084	780.382	417.732	207	513.358	785.616	516.931
BT_2542	fig|226186.12.peg.2592	AAO77649	Haloacid dehalogenase-like hydrolase	4093.575	4450.338	3635.237	2400.006	1641.998	2032.558	58.174	136	110	3465.86	3338.052	2915.255	358.618	104.268	62	183.642	340.384	306.069
BT_2543	fig|226186.12.peg.2593	AAO77650	FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	7693.949	8201.054	7079.668	5207.638	3029.142	4693.337	74.826	102	12	4198.371	3253.543	3616.053	96	51	51	52	173	18
BT_2544	fig|226186.12.peg.2595	AAO77651	putative metal-dependent membrane protease	1793.082	2254.738	1968.601	2251.696	2110.308	2082.758	35	46	32	1187.441	1295.852	1544.717	38	7	37	25	90	33
BT_2545	fig|226186.12.peg.2596	AAO77652	hypothetical protein	964.986	1159.262	904.399	5442.304	3702.692	6724	509	696	414	6807.73	6959.046	7035.13	840	325	385	284	885	229
BT_2546	fig|226186.12.peg.2597	AAO77653	"Uncharacterized transcriptional regulator YozG, Cro/CI family"	29	48	39	23	28	33	15	15	0	51.19	56.102	47.153	0	0	0	9	0	20
BT_2547	fig|226186.12.peg.2598	AAO77654	Sulfur acceptor protein => iron-sulfur cluster assembly SufE	1439.961	1560.424	1278.227	1092	940.004	1193	161	298	249	938.679	1004.466	774.593	62	129	33	87	40	56
BT_2548	fig|226186.12.peg.2599	AAO77655	"Aminopeptidase Y (Arg, Lys, Leu preference) (EC 3.4.11.15)"	7421.039	7650.697	7310.163	4639	3873.996	3610	503	684	412	6986.279	7617.863	6377.407	1340	367	308	341	781	654
BT_2549	fig|226186.12.peg.2600	AAO77656	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	1649.62	1740.497	1602.032	1276.134	1113.613	1244.087	87	116	86	1098.029	1287	988	365	73	90	37	120	94
BT_2550	fig|226186.12.peg.2601	AAO77657	"Keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103)"	17750.036	18900.496	17022.109	27495.866	17150.387	21848.913	3660	4942	3132	30393.145	24392	22297	3070	1999	1378	2404	1445	850
BT_2551	fig|226186.12.peg.2602	AAO77658	Branched-chain phosphotransacylase (EC 2.3.1.- )	4439.622	5447.378	5905.293	835.328	625	867	430	332.997	296	774.607	726	908.287	842	366	439	197	550	616.262
BT_2552	fig|226186.12.peg.2603	AAO77659	Branched-chain acyl kinase	1357.378	1408.618	1264.072	998.672	567	973	276	340.003	272	883.393	679	727.713	558	304	294	401	1048	547.738
BT_2553	fig|226186.12.peg.2604	AAO77660	hypothetical protein	4829.431	5469.361	4314.393	3923	3531	3972	490	579	446	3199.143	3362.435	3370.187	1394.758	481	403	424.933	378	591
BT_2554	fig|226186.12.peg.2605	AAO77661	hypothetical protein	1210.569	1594	1403.29	305	271	255	27	37	30	714.889	779.677	805.99	295.242	175	80	97.067	174	93
BT_2555	fig|226186.12.peg.2606	AAO77662	hypothetical protein	229	325.392	236	113	60	23	0	12	17	44	13	32	92	22	13	157	20	15
BT_2558	fig|226186.12.peg.2609	AAO77665	Mobile element protein	4539.501	6523.99	4865.526	2038.92	2213.54	1435.733	503.465	190.861	111.371	1927.698	1496.604	2415.096	1684.13	527.085	0	482.869	848.554	337.363
BT_2559	fig|226186.12.peg.2611	AAO77666	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	193.523	210.481	160	298	184	204	59	64	28	576.701	469	397.861	127	31	27	46	136.162	129
BT_2560	fig|226186.12.peg.2612	AAO77667	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	477.477	629.519	458	144	90	141	35	64	49	143.299	161	145.139	279	61	63	79	212.838	66
BT_2561	fig|226186.12.peg.2613	AAO77668	Putative anti-sigma factor	1515.181	1683.163	1401.353	1020	685	850	287	460	194	1969	1942	1543.035	1653	955	498	403	2181	816
BT_2562	fig|226186.12.peg.2614	AAO77669	RNA polymerase ECF-type sigma factor	3123	3389.541	3609.491	1205	736	1073	50	112	60	844	850	852	422	175	45	61	104	92
BT_2563	fig|226186.12.peg.2615	AAO77670	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	99413.088	120005.012	86431.827	55949.88	49661.736	57164.985	5301	5582	4416	56466.546	54354.311	54551.066	4719	2919	2040	2225	3834	1937
BT_2564	fig|226186.12.peg.2616	AAO77671	hypothetical protein	7861.295	8542.316	7973.546	2748	2456	2597	378	708	591	2671	2570	3003	391	65	91	93	159	177
BT_2565	fig|226186.12.peg.2617	AAO77672	Transcription elongation factor GreA	8263.895	9302.889	7955.417	5116	3826	4107	6048	7654	6735	5717.136	5073.8	5183.634	6809.982	2040	2009	8507	10078	6096.748
BT_2566	fig|226186.12.peg.2618	AAO77673	HIT family protein	2042.217	2484.756	1710.149	2198	1205	1051	233	252	332	1423.562	848.2	1109.366	115.018	43	32	611	212	91.252
BT_2567	fig|226186.12.peg.2619	AAO77674	Putative permease	684	957	639.694	3379.19	2552.038	4892	51	42	104	4117.818	3821.249	3771.834	112	16	54	102	42	1
BT_2568	fig|226186.12.peg.2620	AAO77675	Putative sugar transporter	1705	2786	1805.306	3463.81	2736.962	4330	14	48	87	5257.182	5112.751	5414.166	56	30	33	20	51	16
BT_2569	fig|226186.12.peg.2621	AAO77676	RNA polymerase ECF-type sigma factor	10773.997	16178.4	7340.097	7365	5686	5620	1184	955	1565	3943.984	3391	5497	7030	2378	1395	2758	944	1198
BT_2570	fig|226186.12.peg.2622	AAO77677	Glutamate decarboxylase (EC 4.1.1.15)	3855.778	5461.012	3310.414	80965.276	91301.324	99702.53	1947	1972.444	2058	69818.275	83639.055	92012.719	1317.985	764	816	1101	1758	915
BT_2571	fig|226186.12.peg.2623	AAO77678	Glutaminase (EC 3.5.1.2)	9845.677	11942.481	9271.227	126096.657	112159.397	138713.77	9713	11609.556	10182	123097.091	131619.262	131805.804	4969.015	2379	2371	8324	6531	4273
BT_2572	fig|226186.12.peg.2625	AAO77679	"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"	570	971	585	2362	2142	2430	142	140	116	2302	2849	2425	55	27	38	118	104	71
BT_2573	fig|226186.12.peg.2626	AAO77680	Glutamate/gamma-aminobutyrate antiporter	5553.543	7273.077	5117	51198.702	75410.027	70089	373	489	495	72097.986	92314.037	85359	782	422	416	241	456	531
BT_2574	fig|226186.12.peg.2627	AAO77681	Two-component system sensor histidine kinase	4948.885	7306	6274.995	890	681	495	102	65	86	912	1171	1068	431	237	116	279	135	92
BT_2575	fig|226186.12.peg.2628	AAO77682	hypothetical protein	761.909	843.095	689.471	31	32	31	9	7	1	49.688	35	35	2	0	1	7	16	12
BT_2576	fig|226186.12.peg.2629	AAO77683	Transposase	1495.088	2036.905	1478.529	92	58	68	36	48	21	112.312	98	107	89	4	0	110	32	28
BT_2577	fig|226186.12.peg.2630	AAO77684	hypothetical protein	7268.122	8430.595	7083.065	3545	3870	2772	243	150	140	3394.827	3287.412	3900.507	688.002	176	157	931.134	590	451
BT_2578	fig|226186.12.peg.2631	AAO77685	hypothetical protein	3539.019	4320.615	3760.759	1437	1687	797	102	64	93	1084.346	1129.588	1488.898	316.998	212	169	352.866	145	105
BT_2579	fig|226186.12.peg.2634	AAO77686	hypothetical protein	2936	2929	2761	493	597	317	0	33	7	471	572	711	161	117	101	72	46	50
BT_2580		AAO77687		0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0
BT_2581	fig|226186.12.peg.2635	AAO77688	hypothetical protein	1	7	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
BT_2582	fig|226186.12.peg.2636	AAO77689	hypothetical protein	4	6	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0
BT_2583	fig|226186.12.peg.2637	AAO77690	hypothetical protein	12	1	16	8	9	4	0	0	0	13.714	13	5	1	0	0	2	0	0
BT_2584	fig|226186.12.peg.2638	AAO77691	hypothetical protein	3	1	5	0	2	0	7	0	0	2.286	1	0	10	0	0	4	0	0
BT_2585	fig|226186.12.peg.2639	AAO77692	hypothetical protein	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2586		AAO77693		1	0	0	0	0	0	12	0	0	1	1	1	0	0	0	0	0	0
BT_2587	fig|226186.12.peg.2640	AAO77694	hypothetical protein	4	3	0	0	0	0	0	14	0	1	0	3	0	0	0	0	44	0
BT_2588	fig|226186.12.peg.2641	AAO77695	hypothetical protein	3	6	8	4	14	19	17	5	0	22	40	20	13	8	30	26	0	0
BT_2589	fig|226186.12.peg.2642	AAO77696	Restriction modification enzyme	2	3	2	3	1	6	0	18	13	11	9	13	17	0	0	0	0	0
BT_2590	fig|226186.12.peg.2643	AAO77697	hypothetical protein	13	28	19	28	28	41	17	3	8	73	71	100	11	0	0	9	24	0
BT_2591		AAO77698		770.978	1045.283	748.992	89	50	56	31	69	44	115	92	79	60	0	0	39	33	51
BT_2592	fig|226186.12.peg.2644	AAO77699	hypothetical protein	41.022	66.009	40.008	0	9	17	0	7	0	10	7	4	0	0	0	6	15	0
BT_2593	fig|226186.12.peg.2645	AAO77700	Conjugative transposon protein TraQ	15	6.473	3	20	10	14	0	0	0	26	10	24	16	7	22	8	0	0
BT_2594	fig|226186.12.peg.2646	AAO77701	Conjugative transposon protein TraO	5	9.527	2	14	13	0	21	3	25	22	31	7	12	19	0	7	37	30
BT_2595	fig|226186.12.peg.2647	AAO77702	Conjugative transposon protein TraN	11	17	32	5	6	8	22	7	10	29	37	24	44	4	5	37	76.413	40
BT_2596	fig|226186.12.peg.2648	AAO77703	Conjugative transposon protein TraM	16	6	5	15	1	4	14	16	0	34	28	23	20	9	5	2	23.587	16
BT_2597		AAO77704		1	0	3	11	8	3	0	0	0	5.99	1	4	0	0	0	0	0	0
BT_2598	fig|226186.12.peg.2649	AAO77705	Conjugative transposon protein TraK	1	7	2	3	6	1	0	0	0	8.01	12	6	0	0	0	0	0	0
BT_2599	fig|226186.12.peg.2650	AAO77706	Conjugative transposon protein TraJ	43	48	45	141	75	159	135	119	124	361	497	308.741	353.527	242	78	179	155.092	95
BT_2600	fig|226186.12.peg.2651	AAO77707	Conjugative transposon protein TraI	6	4	11	14	15	16	0	0	0	62	41	26.259	17.473	6	0	6	7.908	4.927
BT_2601	fig|226186.12.peg.2652	AAO77708	Conjugative transposon protein TraH	0	5	5	2	0	7	0	0	0	19	21	7	0	0	21	1	0	12.073
BT_2602	fig|226186.12.peg.2654	AAO77709	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	284	299	301.012	446	334	502	175	119	69	183	244	324	72	39	18	212	133	96
BT_2603	fig|226186.12.peg.2655	AAO77710	Conjugative transposon protein TraG	136	125	123	353	238	387	73	37	50	863	750	607	96	50	23	80	40	32
BT_2604	fig|226186.12.peg.2656	AAO77711	Conjugative transposon protein TraF	3	7	7	6	1	7	0	0	0	10	0	12	9	7	0	0	7	0
BT_2605		AAO77712		6	3	1	3	0	4	0	0	0	3	2	0	0	0	0	0	0	0
BT_2606	fig|226186.12.peg.2657	AAO77713	hypothetical protein	3200	3688	3715	478	442	401	138	246	113	1076	892	839	168	108	60	139	132	132
BT_2607	fig|226186.12.peg.2658	AAO77714	Conjugative transposon protein TraD	162	146	192	144	88	215	0	36	18	552	497	510	64	12	0	8	4	18
BT_2608		AAO77715		9	8	2	15	2	2	2	4	0	7	7	13	7	0	0	11	14	0
BT_2609	fig|226186.12.peg.2659	AAO77716	Conjugative transposon protein TraA	9	13	6	13	20	19	0	17	14	54	26	25	29	8	0	19	23	0
BT_2610		AAO77717		0	1	0	2	0	9	0	0	0	0	0	0	6	0	0	0	0	0
BT_2611		AAO77718		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BT_2612	fig|226186.12.peg.2660	AAO77719	"hypothetical protein clusted with conjugative transposons, BF0131"	0	0	2	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0
BT_2613	fig|226186.12.peg.2661	AAO77720	Putative conjugative transposon mobilization protein BF0132	4	2	1	3	7	0	0	0	0	2	0	10	10	0	0	4	27	0
BT_2614	fig|226186.12.peg.2662	AAO77721	Putative mobilization protein BF0133	40	45	21	12	10	9	0	0	0	20	14	20	0	0	0	7	1	0
BT_2615	fig|226186.12.peg.2663	AAO77722	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	156	184	162	103	107	139	37	26	12	278	205	185	91	91	31	45	150	75
BT_2616		AAO77723		1.005	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2617	fig|226186.12.peg.2664	AAO77724	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	86	100	89	51	35	40	0	11	0	75	83	127	51	21	0	42	0	0
BT_2618	fig|226186.12.peg.2665	AAO77725	"Two-component transcriptional response regulator, LuxR family"	204	215	161	129	84	205	49	15	0	419	504	422	41	28	8	23	9	43
BT_2619	fig|226186.12.peg.2666	AAO77726	Two-component system sensor histidine kinase	404	456	463	174	142	167	28	35	55	466	514	464	55.507	9	15	38	103	41
BT_2620	fig|226186.12.peg.2667	AAO77727	alpha-glucosidase	181	223	203	59	24	34	5	19	0	146	166	177	55	0	38	56	48	23
BT_2621	fig|226186.12.peg.2668	AAO77728	putative xylanase	256.573	361.714	259.611	156.97	192.994	182	42.029	36	0	160.548	183.247	177.795	89.928	6	12	131	79	24
BT_2622	fig|226186.12.peg.2669	AAO77729	"Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)"	313.427	359.286	258.389	222.03	224.006	193	14.971	22	0	464.452	559.753	514.205	170.072	8	12	170	83	59
BT_2623	fig|226186.12.peg.2670	AAO77730	"putative alpha-1,6-mannanase"	341.076	455	277.443	174	198	156	48	134	24	458.704	542	527.823	489	65	111	342.017	170	137
BT_2624	fig|226186.12.peg.2671	AAO77731	hypothetical protein	140.924	149	151.557	98	108	121	28	21	12	91.067	80.999	121.688	49	13	19	109.983	15	0
BT_2625	fig|226186.12.peg.2672	AAO77732	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	226	302.804	252.486	149	121	113	0	3	44	218.229	193.001	237.489	122	8	0	69	48	75
BT_2626	fig|226186.12.peg.2673	AAO77733	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	325.356	487.196	318.514	113	136	114	21	26	12	180	154	179	247	49	17	120	111	20
BT_2627	fig|226186.12.peg.2674	AAO77734	hypothetical protein	466	674	549	477	345	432	46	45	52	743	518	460	609	146	50	243	107	86
BT_2628	fig|226186.12.peg.2675	AAO77735	"DNA-binding response regulator, AraC family"	1203.032	1727	1496	222	216	265	29	63	31	366	393	418	154	117	35	104	440	134
BT_2629	fig|226186.12.peg.2676	AAO77736	"Alpha-1,2-mannosidase"	187	173	167.719	255	215	216	22	33	9	484	394	542	63.075	138	57	5	295	98
BT_2630	fig|226186.12.peg.2677	AAO77737	Bacillopeptidase F precursor (EC 3.4.21.-)	7004.828	9555	7960.499	990	717	824	19	113	91	1083	704	788.005	30	43	0	79	205	104
BT_2631	fig|226186.12.peg.2678	AAO77738	Putative hydrolase	1274.268	1545.097	1397.89	896	580	957	73	85	27	840.023	511	554.995	123	49	54	89	175	41
BT_2632	fig|226186.12.peg.2679	AAO77739	hypothetical protein	198	222	164.001	29	31	28	0	0	0	25	16	43	11	0	0	10	14	16
BT_2633		AAO77740		6	9	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	15
BT_2634	fig|226186.12.peg.2680	AAO77741	"Integrase/recombinase, RitC"	24.78	29	22	6	26	19	0	0	0	17	15.007	12	6	0	0	8	0	0
BT_2635		AAO77742		2.22	1	6	2	6	2	0	0	0	1	4.993	3	0	0	0	11	0	0
BT_2636		AAO77743		1	4	2	5	4	1	0	0	0	1	0	0	0	0	0	0	0	0
BT_2637		AAO77744		2	1	5	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0
BT_2638		AAO77745		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2639	fig|226186.12.peg.2681	AAO77746	hypothetical protein	12	15	14	20	30	24	8	0	19	10	20	14	39	18	0	0	14	0
BT_2640		AAO77747		2	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
BT_2641		AAO77748		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2642	fig|226186.12.peg.2683	AAO77749	Hypothetical protein BF1253	55	37	18	45	25	25	11	16	9	52	61	50	20	0	34	0	9	12
BT_2643	fig|226186.12.peg.2684	AAO77750	hypothetical protein	1	2	1	2	0	3	0	0	0	4	5	10	0	0	0	9	0	10
BT_2644	fig|226186.12.peg.2685	AAO77751	"DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)"	27	27	20	24	15	20	22	7	0	77	46	45	30	11	0	4	33	28
BT_2645	fig|226186.12.peg.2688	AAO77752	hypothetical protein	1	2	1	0	7	0	0	6	0	0	0	6	4	0	0	0	0	0
BT_2646	fig|226186.12.peg.2689	AAO77753	hypothetical protein	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
BT_2647	fig|226186.12.peg.2690	AAO77754	hypothetical protein	12	13	12	54	26	47	0	6	0	89.183	78	79	21	10	0	0	13	0
BT_2648	fig|226186.12.peg.2691	AAO77755	hypothetical protein	15	1	2	46	35	43	0	0	0	85.817	61.79	84	3	0	10	0	11	0
BT_2649	fig|226186.12.peg.2692	AAO77756	"ThiF family protein, ubiquitin-activating enzyme"	5	7	1	25	22	2	0	12	0	17	6	7	32	0	0	8	55	17
BT_2650	fig|226186.12.peg.2693	AAO77757	Maebl	1289.194	1402	1183.027	1078	952	1142	658	781	878	4023	3837	2983	3895	630	544	1249	3317	3310
BT_2651	fig|226186.12.peg.2694	AAO77758	hypothetical protein	3	0	1	0	0	0	0	0	0	6	7	2	0	0	0	0	0	0
BT_2652	fig|226186.12.peg.2695	AAO77759	hypothetical protein	0	0	5	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0
BT_2653	fig|226186.12.peg.2696	AAO77760	hypothetical protein	5	9	12	5	6	5	10	2	0	3	9	4	0	0	0	17	0	0
BT_2654	fig|226186.12.peg.2698	AAO77761	Transposase	5385.033	9143.979	5954.704	4453	3751	2921	71	74	89	2425	1583	2716	53	80	23	425	179	95
BT_2655	fig|226186.12.peg.2699	AAO77762	hypothetical protein	299	273	234.343	31	31	33	0	0	19	78.45	75	86	74	43	34	77	25	19
BT_2656	fig|226186.12.peg.2700	AAO77763	hypothetical protein	119.349	157	114.382	18	0	21	8	6	13	16.55	49.656	20.134	35	0	0	13	10	23
BT_2657	fig|226186.12.peg.2701	AAO77764	hypothetical protein	348.233	303	353.208	33	47	43	18	0	0	71.073	56.344	82.866	20.908	0	5	7	16	25
BT_2658	fig|226186.12.peg.2702	AAO77765	hypothetical protein	252.418	306	263.067	45	53	35	4	14	18	49.927	58	58	48.092	4	10	68	43	30
BT_2659	fig|226186.12.peg.2703	AAO77766	Immunoreactive 53 kDa antigen PG123	260	313.687	242	45	45	12	10	4	19	34	33	26	40	9	23	28	0	0
BT_2660	fig|226186.12.peg.2704	AAO77767	hypothetical protein	229	294.313	219	13	26	18	0	0	0	19	19	29	71	22	10	19	35	30
BT_2661		AAO77768		3	2	7	4	3	0	0	5	0	2	3	2	7	0	0	0	0	0
BT_2662	fig|226186.12.peg.2706	AAO77769	Alpha-D-galactosidase (melibiase)	3915.191	4520	4178	1405	1279	1091	116	217	156	1527	1278	1333	282	119	102	128	508	273
BT_2663	fig|226186.12.peg.2707	AAO77770	Tetratricopeptide repeat family protein	1199.999	1270.351	1291.326	2737.949	2682	3585	3531	4443.084	4124	1238	1335.207	1458.682	491	243	243	1041	255	461
BT_2664	fig|226186.12.peg.2708	AAO77771	"Putative phosphate ABC transporter, phosphate-binding component"	1155.031	1328.649	1278.674	3217.051	2640	3366	2250	3528.916	3006	3228.037	3305.284	2785.665	1840.432	524	446	1616.225	1727.683	1597.93
BT_2665	fig|226186.12.peg.2709	AAO77772	TonB family protein	423.969	445.258	451.804	1324.799	1292.004	1366.587	1292	1729.002	1385.186	598.543	626.508	719.291	400.54	96	111.006	293.775	339.724	143.07
BT_2666	fig|226186.12.peg.2710	AAO77773	Biopolymer transport protein ExbD/TolR	328	368.985	355.196	778.201	828.996	773.413	383	515.998	718.814	448.422	441.044	473.801	213.028	43	34.994	262	99.593	107
BT_2667	fig|226186.12.peg.2711	AAO77774	Biopolymer transport protein ExbD/TolR	540.492	578.47	684.541	939.864	800.828	979	552	652.208	541	725.619	656.41	778.857	363.577	89	126	200	244	312.49
BT_2668	fig|226186.12.peg.2712	AAO77775	"Ferric siderophore transport system, biopolymer transport protein ExbB"	1187.508	1530.294	1229.504	1232.136	1328.172	1557	700	1076.792	955	849.38	921.553	984.689	334.423	146	185	148	179	184.51
BT_2669		AAO77776		21138.058	34774.288	20253.813	7671	5331	7246	139	307	308	2295	1309.438	1429	835	308	176	904	191	113
BT_2671		AAO77777		30.031	18	33	46	81	36	17	30	4	88	156	91	32	11	0	6	11	0
BT_2675	fig|226186.12.peg.2716	AAO77781	hypothetical protein	421.526	551	394	316	158	259	6	46	23	609	524	507	60	14	22	21	16	1
BT_2676	fig|226186.12.peg.2718	AAO77782	hypothetical protein	354.474	397.274	312.395	183.003	149.847	168	121	182	69	356.97	418	285.682	137.256	35	57	326.063	120	107
BT_2676a		ADX07086		126.003	166.729	129.606	50.997	38.153	39	0	5	24	94.03	94	85.32	57.744	23	14	39.937	0	0
BT_2677		AAO77783		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2678		AAO77784		57934.324	72888.17	55206.387	75445.104	50248	59323.327	31236	33607	24958	537833.36	533754.444	303238.616	56667	63151	56204	20087	58031	31146
BT_2679	fig|226186.12.peg.2720	AAO77785	Putative ion-channel protein	6109	6233.179	6407.562	9292	6819	8949	1851	2256	1778	12670.983	12804.155	13708.396	5421	1364	1239	758	4959	3977
BT_2680	fig|226186.12.peg.2721	AAO77786	beta-galactosidase	1232	1491.002	1257	333	259	246	66	49	26	683	498	594	75	40	0	28	19	28
BT_2681	fig|226186.12.peg.2722	AAO77787	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	4547.318	4665.667	4444.283	2025.31	2106.805	2243	49	114	125	2402.679	2740.887	2581.536	143.004	23	62	51	61	69
BT_2682	fig|226186.12.peg.2723	AAO77788	Putative periplasmic protein	6677.579	7312.878	5875.717	6965.69	5105.2	5886	348	384	255	12965.477	10691.682	10651.536	400.996	254	70	1099	638	187
BT_2683	fig|226186.12.peg.2724	AAO77789	Putative periplasmic protein	10615.033	10600.679	9733	5676	5201.996	5183	559	690	431	26340.108	27729.863	22896.77	5027	759	740	385	2277	3264
BT_2684	fig|226186.12.peg.2725	AAO77790	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_2685	fig|226186.12.peg.2726	AAO77791	hypothetical protein	8253.138	10472.344	7871.209	7349.595	5073.543	6825.425	337	487	242	12560.565	9326.44	8843.246	144.287	74	97	522	270	152.956
BT_2686	fig|226186.12.peg.2727	AAO77792	"RND efflux system, inner membrane transporter"	18556.919	19172.102	16984.179	15072.868	12761.461	16838.101	841	1094	1105	18760.755	22781.428	18727.696	1221.713	479	411	642.984	963	848.044
BT_2687	fig|226186.12.peg.2728	AAO77793	"RND efflux system, membrane fusion protein"	4275.292	4187.218	4049.309	6476.543	4734.997	5713.474	445	484	427	6723.467	5138.517	5031.562	459	225	248	175	456	312
BT_2688	fig|226186.12.peg.2729	AAO77794	"Efflux transport system, outer membrane factor (OMF) lipoprotein BT_2688"	10080.609	11245.135	9559.086	8391.848	6817.802	7466	710	871	617	6297.65	5333.528	5489.732	1366.418	610	600	1032	1635	1025
BT_2689	fig|226186.12.peg.2730	AAO77795	"Transcriptional regulator, AcrR family"	2118.662	2100.328	1916.785	709.152	727.988	513	23	50	20	900.35	1117.472	1177.943	384.582	75	68	73	91	71
